id,name,category,location,floor,status,details_url,image_url,image_source,reference_url,notes
gaga-9ad035f1,GaGa,เครื่องดื่มและคาเฟ่,อาคารหลัก,1,needs-review,https://www.google.com/maps/search/?api=1&query=GaGa%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkbTz1ThHjkmiD__emHbbYWsa7fUTZLmM6y0Wj--_zZ46dbK8aMw4_8D5oT6VhqoG72naI6iNSVNNdcV9mdsWUrF_00UYouA4ZD0PIYuX5V9AheFU-rxZoCqX1aoxXM5fjXpLGZ=w408-h544-k-no,google-maps,https://www.punpro.com/p/Seacon-bangkae-all-the-restaurants-2024,Google Maps evidence was absent or ambiguous for the exact mall branch; checked 2026-09-21. Retained from Punpro's 2024 floor list for follow-up.
hey-coffee-a0f6359f,HEY! Coffee,เครื่องดื่มและคาเฟ่,อาคารหลัก,1,active,https://www.google.com/maps/search/?api=1&query=HEY!%20Coffee%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWn-FqDps3WsAXvHkSFCUV5YXV593SkHfQz6g7IFnUCteZWpqGrSUSk1Dnl8F-LugFAUZsGr_SoakLX2myxUszCCSsqsw79CnyTNDS9OOAiQ5Q5AFKS108KXTWdmgzdXnAt3ZM8N9IWBs1iR=w408-h306-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=HEY!%20Coffee%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
kfc-9c23dd19,KFC,อาหารจานด่วนและตะวันตก,อาคารหลัก,1,active,https://www.google.com/maps/search/?api=1&query=KFC%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlsFw-Yz1I5BOgNU4AFj9hhyAObZhx3TjcA16aM1LcUWgfwQdHRL3NPlhCe6jcOtZzy9oYq8n-K23UC06Hd92ccjw6H1PuOaXA0LzyHzAAooQR7AllUdu7FNtjgBhznWunJsH3FY9MjJO5E=w408-h306-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=KFC%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
koi-the-fe9635e7,KOI the,เครื่องดื่มและคาเฟ่,อาคารหลัก,1,active,https://www.google.com/maps/search/?api=1&query=KOI%20the%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkK02GHdrkLDU-cTgGP99Q5AD6LGU2nCvYXSguPc6ewUP_hpLz-n3Nl82hf1shHVsNJ1YGyzoi42Vglf3bKDDaoJW9Gf0G2brUt-qwbAzpX7uHMOYlU5ifhLZ7DuDMBafhzqEMU=w152-h86-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=KOI%20the%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
mcdonald-s-3e351d45,McDonald's,อาหารจานด่วนและตะวันตก,อาคารหลัก,1,active,https://www.google.com/maps/search/?api=1&query=McDonald's%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnaCCcS-HYpSYC9Ej5IfSHfcozjDq5fyBQwVCFrd_POUh3V15yY9-agZZzktP_b-M6v0FAs_WVZ2l-YwDpTKHswkxK7CtWrKOTZKjGvgFa5toEkNMu4MfYCRguXU_llJhbgSsiXVLPYEaw=w408-h306-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=McDonald's%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
mixue-35a892a2,MIXUE,เครื่องดื่มและคาเฟ่,อาคารหลัก,1,active,https://www.google.com/maps/search/?api=1&query=MIXUE%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkBbUWC2rvlYRaEhdATX2Bsao3Rd8cAnbmvjWqRPJaa9i328PWHdqcnGsMMyJC8JqJFOz5h1TA1KPFhWxljC3iNNOYszcHvK0fvM8YMfeORis92pGNQ262FKf-6fh3ibB-tKfBKIjBV1VUZ=w408-h544-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=MIXUE%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
molto-premium-gelato-1eb88431,Molto Premium Gelato,ขนมและเบเกอรี,อาคารหลัก,1,active,https://www.google.com/maps/search/?api=1&query=Molto%20Premium%20Gelato%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmB0czN5NVlk2VlQ6-siS3XfL0nF5WJ2xGdhTsh09ALGJUUqgtTP5jjwMNurPNz0Rz5QYZSSZUSZO-ZpCeQWNp6IjVr2TFwRwF9q-sgTPo66XHYQ_R10nGJK34TsGBzuV5ceYNV=w152-h86-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=Molto%20Premium%20Gelato%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
mr-jolly-cd0bab12,Mr.Jolly,เครื่องดื่มและคาเฟ่,อาคารหลัก,1,active,https://www.google.com/maps/search/?api=1&query=Mr.Jolly%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnl9x7q6Z5u8zxJ7TS_o6pu-4-kTyAD7X20ldiDl2lqD2xtKyWibsv8qg-aOwReUz8huRFhTem5i6xuPKHGWb4WYoXLW5bXicJZgRxUsRDaxqpm7cTUvaxoW-I1E29mmUmsj299=w408-h544-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=Mr.Jolly%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
myeongryun-jinsa-galbi-dbd21b94,Myeongryun Jinsa Galbi,ปิ้งย่างและเนื้อ,อาคารหลัก,1,active,https://www.google.com/maps/search/?api=1&query=Myeongryun%20Jinsa%20Galbi%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkKo-Ufc23mOhu42sY5YwARQe7NAvxkMqt-nGZT-RqelRtkO-og5EvVyKgYgzo56p1WIOAO5CFmBA29ZOLqiMS4xry9S3ULufmTwsM6eB_Ui0tIaUCmMV9ElsAxZ4ohYY8J5J_kvD5fa3eH=w408-h306-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=Myeongryun%20Jinsa%20Galbi%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
naisnow-fba21bd5,NAISNOW,เครื่องดื่มและคาเฟ่,อาคารหลัก,1,active,https://www.google.com/maps/search/?api=1&query=NAISNOW%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWl513SLBhmxp1aPraoGxkKIIEu0oXib02ABEwf-3NSlUSN25B0B9A3tlZgODBrN6syRIzesf34e0GpOlCDHjAQQiW-A4QI5KdK6MEn2sqFClVBTaZ8rEql6yHTS2PX0xbhXOb9divkwAhQ=w408-h306-k-no,google-maps,https://www.lemon8-app.com/@seaconplus_bangkae/7602836162918515201?region=th,Official Seacon Plus 2026 update names this branch on floor 1; Maps active; checked 2026-09-21.
o-li-no-c3ba79fc,O-li-no,เครื่องดื่มและคาเฟ่,อาคารหลัก,1,active,https://www.google.com/maps/search/?api=1&query=O-li-no%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkeHasQf3rCDYCtLOH-mdrvSuanbveFutWyrEDkP-6GyQKzh7dXPLBNZ8EWqYbDcJJ0RMqP8jq_B8qnPOmcNzCMMSH42b2FK3oJPlk854b43w5gi38Th4L8ZedIIl_zV73-WZ6VeAHPvXQY=w191-h86-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=O-li-no%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
paris-mikki-3d1acce8,PARIS MIKKI,ขนมและเบเกอรี,อาคารหลัก,1,needs-review,https://www.google.com/maps/search/?api=1&query=PARIS%20MIKKI%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlr3NPXzx5EV0woulgizLUTkJBl4TAhoXiEgA8vPkVWwUQ8cxKQLDvzyW1mWMdC7NtVpSzwm8FtPVfsqCEODJ82klcYpcu7Ctzvw72-9_2o5Xd_ytUnP7B22svS3DeHags1HXRrv81-i6j2=w152-h86-k-no,google-maps,https://www.punpro.com/p/Seacon-bangkae-all-the-restaurants-2024,Google Maps evidence was absent or ambiguous for the exact mall branch; checked 2026-09-21. Retained from Punpro's 2024 floor list for follow-up.
richess-2f550f05,Richess,เครื่องดื่มและคาเฟ่,อาคารหลัก,1,active,https://www.google.com/maps/search/?api=1&query=Richess%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmAoqdyfC3VxxW6sWMdIdTOvXnNwqstv8rlLSeTpNcsleYzLNfnGSYJ9RPZwdiwxiqujvwUvdWK4DF8MGnKY_XnMaKLZNWHVumy3gwwwQNv_hlb2YKYv1Qbb6be26EcE4jfSme2=w181-h86-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=Richess%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
rowie-s-coffee-6ff5d3df,Rowie’s Coffee,เครื่องดื่มและคาเฟ่,อาคารหลัก,1,active,https://www.google.com/maps/search/?api=1&query=Rowie%E2%80%99s%20Coffee%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmG9z69IHKEXL0OOhB3lewzqfbNpsqW1OSRV-u0ppnQm0tTJXG8fZoL5KI9AgsV8CC7KXvft_QBqIUfpTSwxYFlxGCEN75dh-3lJvW654xbihWeumNjzWUv_3qYkigd6YtqT2itsQ=w122-h92-k-no,google-maps,https://www.lemon8-app.com/@seaconplus_bangkae/7602836162918515201?region=th,Official Seacon Plus 2026 update names this branch on floor 1; Maps active; checked 2026-09-21.
starbucks-64f7d01b,Starbucks,เครื่องดื่มและคาเฟ่,อาคารหลัก,1,active,https://www.google.com/maps/search/?api=1&query=Starbucks%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkwKoHd9DTLZMhZgrmGSABW_CC0Srs0-jbbLCINL0eSWtEh_w_4ShmYuK4YQV9_LM8SOkKCa_AEBNO8_Pm-QgUWb1U_0gD1Y1zVZcbWepgy80iMZDVsXU6DNY0xUehtf4yI6sRVBQ=w408-h292-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=Starbucks%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
swensen-s-63e3539c,Swensen's,ขนมและเบเกอรี,อาคารหลัก,1,active,https://www.google.com/maps/search/?api=1&query=Swensen's%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmYzS3Vr6UFJjvgO1E5D5ORyrJaxQJ7_ntrWcL2Dyemzp4lQlwWlb4L7xuIgm1SdcUnOj5SO5_g5X-AfchgR4tbwrx2XKJpSWk_XhFA-FXmE8DZAsOp5zoZ0CF7TfOihbE3ItNH=w408-h306-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=Swensen's%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
the-pizza-company-1984a548,The PIZZA Company,อาหารจานด่วนและตะวันตก,อาคารหลัก,1,active,https://www.google.com/maps/search/?api=1&query=The%20PIZZA%20Company%20Seacon%20Bangkae,https://lh3.googleusercontent.com/grass-cs/ACvplmMYrP0CE28tmKlpw0b_MN3Pibyoh9atfe2HnPikJaZedPtywjooNHJIl6DUgKurT3-UrCIfplDfYGleGhq2JjHYCVvqXaVrEKG87wtizNtkWbE8ZA-uMWyKyab3HB9IRUeAUJk=w408-h306-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=The%20PIZZA%20Company%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
yakiniku-like-0f79bff1,Yakiniku Like,ปิ้งย่างและเนื้อ,อาคารหลัก,1,needs-review,https://www.google.com/maps/search/?api=1&query=Yakiniku%20Like%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkVmBXzaNGWoWZQP1T4IjfEHyP4ZmwKHjSw8Zs5EmjJK9JJP-UxpARZ23wjBdPueKu2WERr5AJa3KuV3K0KIdAHUGcwQ9C5y6df0AMTIkun5GuXcwXg9Qd5jJEy3mIbpjcVWavpq3BtmNSC=w408-h306-k-no,google-maps,https://www.punpro.com/p/Seacon-bangkae-all-the-restaurants-2024,Google Maps evidence was absent or ambiguous for the exact mall branch; checked 2026-09-21. Retained from Punpro's 2024 floor list for follow-up.
auntieanne-s-bb7a7ed2,AuntieAnne's,อาหารไทยและนานาชาติ,อาคารหลัก,2,needs-review,https://www.google.com/maps/search/?api=1&query=AuntieAnne's%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnetWm4cEgFE_uXbPoSUyundu4Fzc7wkKnxXXr32AcCugVHh6c44Koxfw5BDYHvsO3sTFqQ3LbI7nuVUfN3jWvxcXOGHbE957rfJ3qqF1IdT2SipoRJ4XbLDxrO68O-aTF31rHyAj7TYiKb=w408-h306-k-no,google-maps,https://www.punpro.com/p/Seacon-bangkae-all-the-restaurants-2024,Google Maps evidence was absent or ambiguous for the exact mall branch; checked 2026-09-21. Retained from Punpro's 2024 floor list for follow-up.
bearhouse-c547e496,BEARHOUSE,เครื่องดื่มและคาเฟ่,อาคารหลัก,2,active,https://www.google.com/maps/search/?api=1&query=BEARHOUSE%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWldNEJ80GIukUUHUGWeE1U4hKXtYvV6Xod0QNQnKvhMZ6t92NjqAlakTIF4gphQrxA18QveSTTw4N98kxVysZOgcngTjYgORy7vN6SSHAxU4F_RUTtZFee0jUqSY0xiHdGMSso5t0uSx3YC=w408-h544-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=BEARHOUSE%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
eat-am-are-c99eab5d,Eat Am Are,อาหารจานด่วนและตะวันตก,อาคารหลัก,2,active,https://www.google.com/maps/search/?api=1&query=Eat%20Am%20Are%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkjOaC7HmHFKCzCtTR_pQHcnNS8SPHm73VQy7SUmOo1N-fxEpjeo6KOmis2P4DB-dspPFe5ogdSf49_YaB3X0ZoKpFDYP6gNn5PSaVIP4bKIo3zI8CrWZ03O52YodBlmC2AtyyX2g=w408-h306-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=Eat%20Am%20Are%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
fuku-matcha-41ecc98a,FUKU MATCHA,เครื่องดื่มและคาเฟ่,อาคารหลัก,2,active,https://www.google.com/maps/search/?api=1&query=FUKU%20MATCHA%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmy0qmnm7WfUhb5VOYzab3i4esbNQKhBRN8qK6raRM1c9BbfKqTkPFQcRayMFetFyjszGzGJqjTLEJN9KWd0eQFqHDIXWxerffaJ71VrziExZ1jB05KG47Ph6qldn1evjhr1Bz1fQ=w408-h306-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=FUKU%20MATCHA%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
mamemi-2af37ab5,mamemi,อาหารไทยและนานาชาติ,อาคารหลัก,2,needs-review,https://www.google.com/maps/search/?api=1&query=mamemi%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkaVCwOr2WhlrssqM1CpWRcOJI5dhdYOoVNtv13Hpw6_5YIsyxPk_zhLR-rSkzpje1Erdlf_r0mvAS6ui9xWsjbpzkBsxX5QWplx_3Nf8Ta0bWK671vAsdOhnudCmo1bXyWEcX1CA=w408-h544-k-no,google-maps,https://www.punpro.com/p/Seacon-bangkae-all-the-restaurants-2024,Google Maps evidence was absent or ambiguous for the exact mall branch; checked 2026-09-21. Retained from Punpro's 2024 floor list for follow-up.
mini-oriental-speedbar-fa7f88a6,Mini Oriental Speedbar,เครื่องดื่มและคาเฟ่,อาคารหลัก,2,active,https://www.google.com/maps/search/?api=1&query=Mini%20Oriental%20Speedbar%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkh5RTvxWWVAZHg2T5iHEDq0L0VDkyfSH25vQYitLJyHB5WgIJ2FBLKOW0Oq8FmAHYVwSUYFHxPlDLiA9FTAcfJn94ECLTlHj4cVsgm7Gqmw_Y4tAAY4hDGnG4389YHLcGqVpKMCg=w408-h271-k-no,google-maps,https://www.lemon8-app.com/@seaconplus_bangkae/7602836162918515201?region=th,Official Seacon Plus 2026 update names this branch on floor 2; Maps active; checked 2026-09-21.
mister-donut-7f937408,mister Donut,ขนมและเบเกอรี,อาคารหลัก,2,needs-review,https://www.google.com/maps/search/?api=1&query=mister%20Donut%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlzemRpgCz54Lo0MpcXa7OE7r2nF5po4VT4Z8lfIlWiIjk7TG9e8nOtRy2E6gABGnQlUXKuuo6Eo-iQN4fKIbUuCOtK3hUrZszUsKmvuA-f6-kvmULqaz2piDwH0QOv2XdAbA8uMdnGZMln=w408-h306-k-no,google-maps,https://www.punpro.com/p/Seacon-bangkae-all-the-restaurants-2024,Google Maps evidence was absent or ambiguous for the exact mall branch; checked 2026-09-21. Retained from Punpro's 2024 floor list for follow-up.
saint-croissant-703c4a63,Saint CROISSANT,ขนมและเบเกอรี,อาคารหลัก,2,needs-review,https://www.google.com/maps/search/?api=1&query=Saint%20CROISSANT%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWl-FJqxC0qXxYvs_bycX2AGutjIHv3KwaGNHxO5MfWwLlO8cHUXXqqztOEVMeE9UmjYuci_HgsyF9Ja9Z_TPFYilPJNZ_PVFCoD8BX0O3zXx8MOyGElfktizw5RaXpecWoFGu9Y69gCStpR=w408-h306-k-no,google-maps,https://www.punpro.com/p/Seacon-bangkae-all-the-restaurants-2024,Google Maps evidence was absent or ambiguous for the exact mall branch; checked 2026-09-21. Retained from Punpro's 2024 floor list for follow-up.
inthanin-ec827568,Inthanin,เครื่องดื่มและคาเฟ่,อาคารหลัก,3,active,https://www.google.com/maps/search/?api=1&query=Inthanin%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWm2-2xLN1hFXh7e7sKXOHpzDlitotzg25CyithySYMwaveY2jSBdsYpSrD_2LqApCo16TTTkccrmmHqzKhdyES2InhQ1vadRDuHEDNmnOvFhm7rzLmN80TLOaWSaMXVIzR3Rv-0=w408-h725-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=Inthanin%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
kita-tea-stand-9ecb35cd,Kita Tea Stand,เครื่องดื่มและคาเฟ่,อาคารหลัก,3,active,https://www.google.com/maps/search/?api=1&query=Kita%20Tea%20Stand%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlFRfq-I3wzfBDfEBjGguNd29X-qj9UtdkmCXpVgiBkTDROHGsFJuxVWGPPMjJOqhCIledFU291h2nj4ojv-FMFwdoVDhc_sxfn1zA_vo9gMPM-MhKv6NniKo8uFh54KVlT3KuCXw=w408-h544-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=Kita%20Tea%20Stand%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
